idade,renda,hist_credito,emprego,propriedade
35,2857.08,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Environmental Tech,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
18,62417.45,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Sales,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem
54,60808.6,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst IV,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
97,91440.74,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Professor,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
86,68119.79,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
61,76977.24,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
59,61677.19,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Analyst,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
92,1856.23,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
80,50306.8,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
62,76240.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
20,97175.77,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Environmental Tech,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
82,93139.79,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Occupational Therapist,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
53,19491.43,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Test Engineer II,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
55,2368.33,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Media Manager III,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
99,902.95,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Database Administrator II,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi
55,83847.07,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Web Developer I,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
90,80844.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accountant II,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
58,66336.63,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nuclear Power Engineer,donec dapibus duis at velit eu est congue elementum in hac habitasse platea
59,83260.42,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Analyst Programmer,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
94,68725.79,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
97,81147.85,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
33,87648.85,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
51,45000.08,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Advisor,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
95,16506.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Engineer,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
92,43306.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Statistician IV,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
25,781.91,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Desktop Support Technician,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
29,5872.28,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Design Engineer,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
35,10744.04,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Marketing,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
36,87413.8,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
94,57614.41,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Sales Associate,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
27,41485.02,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Database Administrator III,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
43,94087.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,lobortis sapien sapien non mi integer ac neque duis bibendum morbi
28,66568.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiting Manager,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
72,99050.86,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Health Coach I,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
31,90716.59,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Engineer II,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
42,88423.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Web Designer III,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
96,77019.63,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
42,24918.01,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Graphic Designer,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
75,68238.18,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Officer,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
50,90750.63,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
74,89268.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Design Engineer,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
27,69524.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Sales Representative,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
75,46008.65,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Chief Design Engineer,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
31,73998.42,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Developer,nunc purus phasellus in felis donec semper sapien a libero nam dui proin
92,10140.61,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
88,71591.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Tax Accountant,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
74,42791.24,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Analysis Engineer,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
58,83135.85,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Tax Accountant,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
67,17509.69,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Payment Adjustment Coordinator,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
18,43711.6,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Operator,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
84,15519.74,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Data Coordinator,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
95,1948.01,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Pharmacist,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
18,45177.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geologist III,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
35,893.26,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Graphic Designer,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
23,48723.02,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician II,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
94,36754.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
99,74235.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Internal Auditor,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
31,34555.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
20,93228.99,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Product Management,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
73,8699.46,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Project Manager,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
70,64734.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Coordinator,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
35,23780.31,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Engineer IV,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
59,51781.61,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Assistant II,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
66,12168.91,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Chemical Engineer,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
43,16617.35,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Quality Control Specialist,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
63,57576.3,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Editor,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
86,83404.37,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst III,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
96,91595.5,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Cost Accountant,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
91,42539.01,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geological Engineer,sapien a libero nam dui proin leo odio porttitor id consequat in consequat
